productId,id,locale,existingUrl,currentUrl,slug,currentTitle,productName,category,productFamily,exactModel,productType,currentImages,existingSpecs,existingDescription,availableDocuments,primaryIndustries,materials,installationPositions,realFeatures,missingTechnicalFields,competitorResearchUrls,contentStatus,pageStatus
"cbs-drawer-type-magnetic-filter","cbs-drawer-type-magnetic-filter","en","/en/products/cbs-drawer-type-magnetic-filter","/en/products/cbs-drawer-type-magnetic-filter","cbs-drawer-type-magnetic-filter","CBS drawer type magnetic filter","CBS drawer type magnetic filter","Magnetic Components & Filters","filtering","CBS","Magnetic Components & Filters","/assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-01.jpg | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-01.jpg | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-02.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-07.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-03.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-09.jpg | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-08.jpg | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-04.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-10.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-11.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-06.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-05.png | /assets/products/cbs-drawer-type-magnetic-filter/cbs-drawer-type-magnetic-filter-12.png","Installation position: The pipeline body for free fall and vertical material transportation is connected in series. | Application industries: Food industry, chemical industry, pharmaceutical industry, plastic industry, wood industry, recycling industry, packaging industry, quartz sand iron removal, potassium feldspar iron removal, mica iron removal, micro powder iron removal, fly ash iron removal, and all 10-500 mesh fine powder materials for iron removal. | Standard caliber (mm): 80, 100, 120, 150, 200, 250, 300, 350, 400, 450, | Unloading method: manual clearing. | Model: CBS","product overview： 1、 Explanation CBS drawer type magnetic filters are mainly used in highly sensitive applications such as food, pharmaceuticals, chemistry, quartz sand, ceramics, etc. Its strong and wear-resistant casing is made of rust proof stainless steel.","None found in static product record","Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | Non metallic industry magnetic separation equipment | ceramic | chemical | food | pharmaceutical | recycling | wood","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"clc-type-wet-slot-magnetic-filter","clc-type-wet-slot-magnetic-filter","en","/en/products/clc-type-wet-slot-magnetic-filter","/en/products/clc-type-wet-slot-magnetic-filter","clc-type-wet-slot-magnetic-filter","CLC type wet slot magnetic filter","CLC type wet slot magnetic filter","Magnetic Components & Filters","filtering","CLC | SUS304","Magnetic Components & Filters","/assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-01.jpg | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-01.jpg | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-02.png | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-04.png | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-03.png | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-06.jpg | /assets/products/clc-type-wet-slot-magnetic-filter/clc-type-wet-slot-magnetic-filter-05.jpg","Model: CLC | Model: SUS304","product overview： 1、 Explanation CLC slot type magnetic filter is suitable for removing iron from slotted liquids and slurries, and is used to remove ferromagnetic impurities in liquids and slurries. It is widely used in industries such as ceramics, power,","None found in static product record","Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | mining | food | pharmaceutical | chemical | ceramic | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"ctq-type-roller-automatic-magnetic-separator","ctq-type-roller-automatic-magnetic-separator","en","/en/products/ctq-type-roller-automatic-magnetic-separator","/en/products/ctq-type-roller-automatic-magnetic-separator","ctq-type-roller-automatic-magnetic-separator","CTQ type roller automatic magnetic separator","CTQ type roller automatic magnetic separator","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-01.jpg | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-01.jpg | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-02.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-06.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-04.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-03.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-07.jpg | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-09.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-08.jpg | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-10.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-05.png | /assets/products/ctq-type-roller-automatic-magnetic-separator/ctq-type-roller-automatic-magnetic-separator-11.png","","product overview： 1、 Explanation Adopting a new type of special rare earth permanent magnet material, it has ultra-high magnetic field strength and high magnetic field gradient. The number of magnetic rollers can be customized to 1-10 according to customer","None found in static product record","Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | Non metallic industry magnetic separation equipment | mineral | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"cyg-wet-pipeline-magnetic-filter","cyg-wet-pipeline-magnetic-filter","en","/en/products/cyg-wet-pipeline-magnetic-filter","/en/products/cyg-wet-pipeline-magnetic-filter","cyg-wet-pipeline-magnetic-filter","CYG wet pipeline magnetic filter","CYG wet pipeline magnetic filter","Magnetic Components & Filters","filtering","CYG | SUS304","Magnetic Components & Filters","/assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-01.jpg | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-01.jpg | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-02.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-03.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-07.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-06.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-08.jpg | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-05.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-04.png | /assets/products/cyg-wet-pipeline-magnetic-filter/cyg-wet-pipeline-magnetic-filter-09.jpg","Installation method: Connect horizontally or vertically with the material pipeline. | Standard caliber (mm): 50, 80, 100, 120, 150, 200, 250, 300, 350, 400, 450, | Unloading method: manual clearing. | Material: SUS304 stainless steel. There are two types of interface methods | Model: CYG | Model: SUS304","product overview： 1、 Explanation The CYG wet pipeline magnetic filter is suitable for removing small ferromagnetic metal particles from various liquid and paste products. The powerful magnetism can even remove low magnetic iron impurities from the product","None found in static product record","Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | Non metallic industry magnetic separation equipment | ceramic | chemical | food | ore | pharmaceutical","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"rcyz-type-pipeline-magnetic-filter","rcyz-type-pipeline-magnetic-filter","en","/en/products/rcyz-type-pipeline-magnetic-filter","/en/products/rcyz-type-pipeline-magnetic-filter","rcyz-type-pipeline-magnetic-filter","RCYZ type pipeline magnetic filter","RCYZ type pipeline magnetic filter","Magnetic Components & Filters","filtering","RCYZ","Magnetic Components & Filters","/assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-01.jpg | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-01.jpg | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-02.png | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-06.png | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-03.png | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-04.png | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-08.jpg | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-05.png | /assets/products/rcyz-type-pipeline-magnetic-filter/rcyz-type-pipeline-magnetic-filter-07.jpg","Model: RCYZ","product overview： 1、 Explanation The RCYZ vertical pipeline permanent magnet iron remover is an energy-saving device that uses permanent magnet materials to generate a strong magnetic field attraction. The interior is composed of a ring-shaped magnetic system","None found in static product record","Metal detection and separation equipment for the food, pharmaceutical, and chemical industries | cement | food | chemical | ceramic","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"clc-type-slot-magnetic-filter","clc-type-slot-magnetic-filter","en","/en/products/clc-type-slot-magnetic-filter","/en/products/clc-type-slot-magnetic-filter","clc-type-slot-magnetic-filter","CLC type slot magnetic filter","CLC type slot magnetic filter","Magnetic Components & Filters","filtering","CLC | SUS304","Magnetic Components & Filters","/assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-01.jpg | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-01.jpg | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-02.png | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-03.png | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-05.png | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-04.png | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-07.jpg | /assets/products/clc-type-slot-magnetic-filter/clc-type-slot-magnetic-filter-06.jpg","Model: CLC | Model: SUS304","product overview： 1、 Explanation CLC slot type magnetic filter is suitable for removing iron from slotted liquids and slurries, and is used to remove ferromagnetic impurities in liquids and slurries. It is widely used in industries such as ceramics, power,","None found in static product record","Non metallic industry magnetic separation equipment | mining | food | pharmaceutical | chemical | ceramic | ore","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"dhd-type-roller-type-automatic-magnetic-separator","dhd-type-roller-type-automatic-magnetic-separator","en","/en/products/dhd-type-roller-type-automatic-magnetic-separator","/en/products/dhd-type-roller-type-automatic-magnetic-separator","dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","DHD type roller type automatic magnetic separator","Magnetic Components & Filters","filtering","DHD","Magnetic Components & Filters","/assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-01.jpg | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-01.jpg | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-04.png | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-06.png | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-02.png | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-08.jpg | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-03.png | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-07.jpg | /assets/products/dhd-type-roller-type-automatic-magnetic-separator/dhd-type-roller-type-automatic-magnetic-separator-05.png","Model: DHD","product overview： 1、 Explanation The magnetic system of the DHD type roller type automatic magnetic separator has been specially designed and belongs to the permanent magnet local semi closed magnetic system structure; The magnetic induction intensity is high","None found in static product record","Non metallic industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"dhj-type-strong-roller-automatic-magnetic-separator","dhj-type-strong-roller-automatic-magnetic-separator","en","/en/products/dhj-type-strong-roller-automatic-magnetic-separator","/en/products/dhj-type-strong-roller-automatic-magnetic-separator","dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","DHJ type strong roller automatic magnetic separator","Magnetic Components & Filters","filtering","DHJ","Magnetic Components & Filters","/assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-01.jpg | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-01.jpg | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-02.png | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-03.png | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-06.png | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-04.png | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-08.jpg | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-05.png | /assets/products/dhj-type-strong-roller-automatic-magnetic-separator/dhj-type-strong-roller-automatic-magnetic-separator-07.jpg","Model: DHJ","product overview： 1、 Explanation The DHJ type strong roller automatic magnetic separator is a new type of dry sorting equipment independently developed by our company based on years of market experience. 1-10 layer structures can be produced according to","None found in static product record","Non metallic industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"qcg-wet-roller-magnetic-separator","qcg-wet-roller-magnetic-separator","en","/en/products/qcg-wet-roller-magnetic-separator","/en/products/qcg-wet-roller-magnetic-separator","qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","QCG wet roller magnetic separator","Magnetic Components & Filters","filtering","QCG","Magnetic Components & Filters","/assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-01.jpg | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-01.jpg | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-04.png | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-02.png | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-09.jpg | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-07.png | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-03.png | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-05.png | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-08.jpg | /assets/products/qcg-wet-roller-magnetic-separator/qcg-wet-roller-magnetic-separator-06.png","Model: QCG","product overview： 1、 Explanation The QCG wet roller magnetic separator is a combination model developed by our company based on years of experience and customer on-site requirements. It can achieve multiple structures or combinations of different magnetic","None found in static product record","Non metallic industry magnetic separation equipment | ore | mineral","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"drawer-magnet","drawer-magnet","en","/en/products/drawer-magnet","/en/products/drawer-magnet","drawer-magnet","Drawer Magnet","Drawer Magnet","Magnetic Components & Filters","filtering","SS304 | SS316","Magnetic Components & Filters","/assets/products/drawer-magnet/drawer-magnet-01.png | /assets/products/drawer-magnet/drawer-magnet-01.png | /assets/products/drawer-magnet/drawer-magnet-02.jpg | /assets/products/drawer-magnet/drawer-magnet-04.jpg | /assets/products/drawer-magnet/drawer-magnet-03.jpg | /assets/products/drawer-magnet/drawer-magnet-05.jpg | /assets/products/drawer-magnet/drawer-magnet-06.jpg | /assets/products/drawer-magnet/drawer-magnet-07.jpg | /assets/products/drawer-magnet/drawer-magnet-08.png","Model: SS304 | Model: SS316","Drawer magnets are designed for efficient fine iron and ferromagnetic contamination removing from a range of dry free flowing powder,scrap.granule product such as sugar, grain, tea, etc. They are widely used in field of ceramics, chemicals,","None found in static product record","Food Industry | mining | recycling | food | chemical | ceramic | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","sample-approved / ready for deployment","published"
"hump-magnet","hump-magnet","en","/en/products/hump-magnet","/en/products/hump-magnet","hump-magnet","Hump Magnet","Hump Magnet","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/hump-magnet/hump-magnet-01.png | /assets/products/hump-magnet/hump-magnet-01.png | /assets/products/hump-magnet/hump-magnet-02.jpg | /assets/products/hump-magnet/hump-magnet-03.jpg | /assets/products/hump-magnet/hump-magnet-04.jpg | /assets/products/hump-magnet/hump-magnet-05.jpg | /assets/products/hump-magnet/hump-magnet-06.jpg | /assets/products/hump-magnet/hump-magnet-08.png | /assets/products/hump-magnet/hump-magnet-07.jpg","","Hump Magnets are used to remove large pieces of tramp iron as well as ferrous fragments from gravity-flow materials or material flow activated by wind in enclosed flow lines before they reach storage bins or processing equipment. They can be mounted in","None found in static product record","Food Industry | mining | recycling | food | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"magnetic-grid","magnetic-grid","en","/en/products/magnetic-grid","/en/products/magnetic-grid","magnetic-grid","Magnetic Grid","Magnetic Grid","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/magnetic-grid/magnetic-grid-01.png | /assets/products/magnetic-grid/magnetic-grid-01.png | /assets/products/magnetic-grid/magnetic-grid-02.jpg | /assets/products/magnetic-grid/magnetic-grid-03.jpg | /assets/products/magnetic-grid/magnetic-grid-04.jpg | /assets/products/magnetic-grid/magnetic-grid-05.jpg | /assets/products/magnetic-grid/magnetic-grid-08.png | /assets/products/magnetic-grid/magnetic-grid-06.jpg | /assets/products/magnetic-grid/magnetic-grid-07.jpg","","Magnetic Grate is installed or simply laid-inside of hoppers, housings, and bins to trap and hold ferrous fines, fragments,and small metal objects. Please be aware these grates are built for low-abrasion materials.","None found in static product record","Food Industry | mining | recycling | food | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"magnetic-rod","magnetic-rod","en","/en/products/magnetic-rod","/en/products/magnetic-rod","magnetic-rod","Magnetic Rod","Magnetic Rod","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/magnetic-rod/magnetic-rod-01.png | /assets/products/magnetic-rod/magnetic-rod-01.png | /assets/products/magnetic-rod/magnetic-rod-02.jpg | /assets/products/magnetic-rod/magnetic-rod-08.png | /assets/products/magnetic-rod/magnetic-rod-03.jpg | /assets/products/magnetic-rod/magnetic-rod-05.jpg | /assets/products/magnetic-rod/magnetic-rod-04.jpg | /assets/products/magnetic-rod/magnetic-rod-07.jpg | /assets/products/magnetic-rod/magnetic-rod-06.jpg","","Magnetic bars are the main part of different magnetic grate separators. They can effectively remove ferrous chips and metal particles from loosely packed, free flowing materials.","None found in static product record","Food Industry | mining | recycling | food | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"magnetic-trap","magnetic-trap","en","/en/products/magnetic-trap","/en/products/magnetic-trap","magnetic-trap","Magnetic Trap","Magnetic Trap","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/magnetic-trap/magnetic-trap-01.png | /assets/products/magnetic-trap/magnetic-trap-01.png | /assets/products/magnetic-trap/magnetic-trap-02.jpg | /assets/products/magnetic-trap/magnetic-trap-08.png | /assets/products/magnetic-trap/magnetic-trap-04.jpg | /assets/products/magnetic-trap/magnetic-trap-03.jpg | /assets/products/magnetic-trap/magnetic-trap-05.jpg | /assets/products/magnetic-trap/magnetic-trap-06.jpg | /assets/products/magnetic-trap/magnetic-trap-07.jpg","","Magnetic Liquid Traps or Magnetic Liquid Filters are designed for liquid or semi-liquid flow systems to remove ferrous contamination from liquid with different viscosity level. They preserve product purity by removing small contaminants , provide magnetic","None found in static product record","Food Industry | mining | recycling | food | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"rotary-pipe-magnet","rotary-pipe-magnet","en","/en/products/rotary-pipe-magnet","/en/products/rotary-pipe-magnet","rotary-pipe-magnet","Rotary Pipe Magnet","Rotary Pipe Magnet","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/rotary-pipe-magnet/rotary-pipe-magnet-01.png | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-01.png | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-02.jpg | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-03.jpg | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-04.jpg | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-05.jpg | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-08.png | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-06.jpg | /assets/products/rotary-pipe-magnet/rotary-pipe-magnet-07.jpg","","Suitable for removing iron scrap or micro ferromagnetic contamination from powder or granule materials, especially from high viscosity or poor fluidity materials that is prone to caking or bridging. Rotary grate magnetic separators are widely used in building","None found in static product record","Food Industry | mining | recycling | coal | food | chemical | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","sample-approved / ready for deployment","published"
"permanent-filter-bar-magnetic-neodymium-rod","permanent-filter-bar-magnetic-neodymium-rod","en","/en/products/permanent-filter-bar-magnetic-neodymium-rod","/en/products/permanent-filter-bar-magnetic-neodymium-rod","permanent-filter-bar-magnetic-neodymium-rod","Strong 6000-16000 Gauss Iron Absorbing Permanent Filter Bar Magnetic Neodymium Rod","Strong 6000-16000 Gauss Iron Absorbing Permanent Filter Bar Magnetic Neodymium Rod","Magnetic Components & Filters","filtering","","Magnetic Components & Filters","/assets/products/permanent-filter-bar-magnetic-rod.webp | /assets/products/permanent-filter-bar-magnetic-rod.webp","Magnetic Strength: 6000-16000 Gauss | Magnet Material: Neodymium iron boron | Tube Material: 304 or 316L stainless steel | Applications: Powder, granule, liquid, hopper, chute and filter systems","High-gauss magnetic rods used to capture fine ferrous contamination in material flow and filtration systems.","None found in static product record","Powder | granule | liquid filtration | hopper and chute protection | Magnetic Rollers & Magnetic Bars","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical source review required before display","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"high-frequency-screen","high-frequency-screen","en","/en/products/high-frequency-screen","/en/products/high-frequency-screen","high-frequency-screen","High Frequency Screen","High Frequency Screen","Industry Application Equipment","suspended","","Industry Application Equipment","/assets/products/high-frequency-screen/high-frequency-screen-01.jpg | /assets/products/high-frequency-screen/high-frequency-screen-01.jpg | /assets/products/high-frequency-screen/high-frequency-screen-03.jpg | /assets/products/high-frequency-screen/high-frequency-screen-02.jpg | /assets/products/high-frequency-screen/high-frequency-screen-04.jpg | /assets/products/high-frequency-screen/high-frequency-screen-05.jpg | /assets/products/high-frequency-screen/high-frequency-screen-06.jpg | /assets/products/high-frequency-screen/high-frequency-screen-07.jpg | /assets/products/high-frequency-screen/high-frequency-screen-11.jpg | /assets/products/high-frequency-screen/high-frequency-screen-08.jpg | /assets/products/high-frequency-screen/high-frequency-screen-09.jpg | /assets/products/high-frequency-screen/high-frequency-screen-10.jpg","","High frequency screen consists of a vibrator, pulp distributor, screen frame,rack,suspension spring, mesh and other components. It has the advantages of high efficiency, small amplitude and high screening frequency, and is an effective equipment for screening","None found in static product record","Mining Industry | mining | recycling | food | ore | metal recycling","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
"kgla-series-rectifier-control-box","kgla-series-rectifier-control-box","en","/en/products/kgla-series-rectifier-control-box","/en/products/kgla-series-rectifier-control-box","kgla-series-rectifier-control-box","KGLA series rectifier control box","KGLA series rectifier control box","Industry Application Equipment","explosion-control","KGLA","Industry Application Equipment","/assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-01.jpg | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-01.jpg | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-02.png | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-05.png | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-03.png | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-04.png | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-07.jpg | /assets/products/kgla-series-rectifier-control-box/kgla-series-rectifier-control-box-06.jpg","Model: KGLA","product overview： 1、 Explanation The KGLA series rectifier control equipment is a small and medium-sized rectifier control cabinet designed by our company for electromagnetic, permanent magnet self dumping and other magneto electric equipment. It is divided","None found in static product record","General iron removal equipment","To be confirmed from project material and current technical record","To be confirmed from process layout","Existing source content requires technical review before use","Technical values beyond model reference: confirm from current datasheet or supplier record","docs/product-content/competitor-research.md","detail-template-live / technical review needed","published"
